molecular_weight,num_rings,num_het_rings,num_atoms,num_het_atoms,fraction_CSP3,num_hba,num_hbd,num_rotatable_bonds,num_amide_bonds,logP,TPSA,pIC50
444.388,4,2,48,10,0.136363636,5,1,4,1,3.8166,80.81,7.221849
441.4,3,1,51,10,0.333333333,4,1,7,1,4.2033,67.92,7.221849
540.5,3,1,65,9,0.458333333,5,3,7,1,2.3709,109.31,7.221849
532.652,3,1,78,9,0.517241379,4,3,14,2,2.5524,95.48,7.221849
383.423,4,2,50,7,0.333333333,5,1,2,1,3.0444,77.15,7.221849
425.467,5,3,52,7,0.12,6,1,3,0,3.30062,86.16,7.2160964
475.6,3,1,71,7,0.518518519,3,3,8,1,2.9397,75.17,7.2146702
521.699,3,1,76,9,0.518518519,4,4,8,1,0.2864,104.52,7.2146702
344.418,4,2,46,5,0.285714286,5,2,3,0,3.2201,83.86,7.2146702
383.423,4,2,50,7,0.333333333,5,1,2,1,3.0444,77.15,7.2146702
408.864,4,2,47,7,0.136363636,4,2,3,1,4.3032,80.37,7.2146702
583.675,4,1,80,10,0.375,4,4,12,2,4.03802,98.28,7.2006593
404.392,4,3,48,9,0.35,5,1,1,1,3.3105,80.81,7.2006593
576.762,5,3,88,9,0.545454545,7,3,11,1,3.1152,115.11,7.19382
611.685,4,1,82,11,0.333333333,5,3,13,2,4.2328,100.41,7.1804562
382.317,3,2,41,10,0.235294118,5,2,3,1,2.8075,89.6,7.1804562
715.862,4,0,101,11,0.341463415,6,3,19,2,5.642,117.07,7.1739254
600.824,5,1,94,7,0.486486486,5,4,7,1,5.0598,96.43,7.1739254
399.76,3,2,40,11,0.25,6,2,3,1,2.7168,102.49,7.1739254
548.651,3,1,79,10,0.517241379,5,4,14,2,1.5232,115.71,7.167491
602.593,3,2,71,15,0.56,6,3,7,0,3.0526,119.12,7.167491
365.433,4,2,50,6,0.333333333,5,1,2,1,2.9053,77.15,7.167491
416.48,5,3,54,7,0.208333333,5,2,4,0,1.653,77.71,7.154902
353.466,6,1,53,5,0.619047619,4,1,3,1,2.8936,67.92,7.154902
456.546,5,2,62,7,0.296296296,6,1,6,1,4.1089,90.04,7.154902
386.459,4,3,51,7,0.227272727,6,1,4,1,2.6923,97.36,7.154902
344.378,4,3,42,7,0.105263158,6,1,3,1,1.5689,97.36,7.154902
513.001,5,3,62,9,0.107142857,8,3,9,0,5.4875,111.11,7.154902
429.345,3,1,46,11,0.263157895,5,1,7,1,3.1013,77.15,7.154902
443.372,3,1,49,11,0.3,5,1,7,1,3.40972,77.15,7.154902
636.696,4,1,84,12,0.323529412,7,3,14,2,2.4572,140.54,7.154902
526.645,3,2,79,10,0.703703704,5,4,13,2,0.8819,115.71,7.154902
401.474,5,3,53,8,0.318181818,7,1,4,1,2.4855,102.29,7.154902
349.419,4,3,40,7,0.111111111,6,1,3,1,2.2354,84.47,7.154902
530.53,6,2,69,4,0.387096774,1,1,3,1,5.3639,36.92,7.154902
379.46,4,2,53,6,0.363636364,5,1,3,1,3.2954,77.15,7.154902
597.777,5,3,84,10,0.53125,7,3,11,1,3.9773,110.18,7.1487417
509.652,4,2,69,9,0.37037037,5,3,9,1,0.8819,108.25,7.1366773
565.729,4,1,84,8,0.454545455,4,4,10,1,4.579,90.86,7.1366773
596.655,4,2,79,12,0.322580645,7,3,13,2,2.335,122.53,7.1366773
574.67,4,1,74,11,0.344827586,5,3,11,1,2.369,112.55,7.1307683
403.404,4,2,49,8,0.333333333,4,1,1,1,3.9155,67.92,7.1307683
548.632,3,0,70,11,0.296296296,5,3,12,1,1.8348,112.55,7.124939
547.635,3,1,72,11,0.538461538,5,3,8,0,3.1168,106.23,7.124939
608.75,4,1,88,9,0.428571429,4,3,15,2,3.6311,95.48,7.1249385
605.684,3,0,77,13,0.310344828,7,4,13,1,2.033,145.14,7.1191864
590.716,6,3,84,9,0.470588235,6,3,9,1,4.2499,106.52,7.1157713
503.654,3,0,77,7,0.551724138,3,3,9,1,4.102,75.17,7.1135092
561.662,3,1,75,11,0.555555556,5,3,8,0,2.9054,106.23,7.1079054
439.494,5,3,55,7,0.153846154,6,1,4,0,4.31394,86.28,7.1051302
553.627,4,2,70,12,0.423076923,5,3,9,1,1.811,108.25,7.1023731
501.644,4,2,69,8,0.407407407,5,3,6,0,3.0456,110.14,7.1023731
512.215,3,1,49,10,0.15,3,4,5,2,2.6901,100.75,7.1023731
474.56,5,3,64,8,0.296296296,6,2,7,0,2.4418,86.94,7.09691
456.423,5,3,51,10,0.173913043,5,2,4,0,2.1529,77.71,7.09691
484.477,5,3,57,10,0.24,5,2,4,0,2.9331,77.71,7.09691
358.405,4,3,45,7,0.15,6,1,3,1,1.87732,97.36,7.09691
419.403,3,1,50,9,0.285714286,5,1,8,1,3.2507,84.99,7.09691
423.41,3,1,51,9,0.333333333,4,1,8,1,4.0786,67.92,7.09691
345.349,3,1,42,7,0.222222222,4,1,4,1,2.62672,67.92,7.09691
393.426,4,3,49,9,0.25,7,1,4,1,2.0904,102.29,7.09691
377.473,4,3,46,7,0.2,6,1,4,1,2.7978,84.47,7.09691
383.864,4,3,40,8,0.111111111,6,1,3,1,2.8888,84.47,7.09691
563.634,3,1,73,12,0.538461538,6,3,11,0,2.5653,107.62,7.09691
618.749,5,2,87,10,0.4,5,3,13,2,4.5316,104.07,7.0915151
532.705,4,2,81,7,0.4375,5,3,6,1,4.09142,97.29,7.0809221
571.758,4,1,81,9,0.483870968,5,4,10,1,4.6405,90.86,7.070581
556.705,5,3,77,10,0.482758621,7,3,10,1,1.6179,123.47,7.0655017
421.479,6,3,52,6,0.153846154,5,1,4,0,4.5659,77.05,7.0634861
594.654,5,2,78,10,0.333333333,4,3,11,2,4.6064,99.39,7.0604806
510.646,3,2,78,9,0.703703704,4,3,13,2,1.9111,95.48,7.0604806
378.354,3,2,44,9,0.277777778,5,2,3,1,2.97682,89.6,7.0604806
487.611,4,1,72,7,0.535714286,3,3,9,1,3.2998,75.17,7.0555172
410.521,4,2,57,5,0.192307692,4,2,6,1,4.68242,80.9,7.0555172
532.652,3,1,78,9,0.517241379,4,3,13,2,2.4083,95.48,7.0506101
415.472,5,3,53,7,0.208333333,6,1,4,0,3.5724,76.1,7.0500002
616.707,4,1,79,12,0.35483871,6,3,12,1,2.5716,129.62,7.0457573
402.454,4,2,52,7,0.173913043,6,1,5,1,2.7961,90.04,7.0457573
400.438,5,3,50,7,0.173913043,6,1,3,1,2.5501,90.04,7.0457573
373.403,3,1,48,7,0.3,4,1,6,1,3.2708,67.92,7.0457573
401.457,3,1,54,7,0.363636364,4,1,8,1,4.051,67.92,7.0457573
397.425,4,1,50,7,0.272727273,4,1,6,1,3.7415,67.92,7.0457573
366.421,4,3,41,7,0.105263158,5,1,3,1,2.9795,71.58,7.0457573
349.419,4,3,40,7,0.111111111,6,1,3,1,2.2354,84.47,7.0457573
545.726,4,2,79,10,0.535714286,6,4,11,1,1.4928,124.58,7.0409584
471.603,4,2,64,9,0.375,5,3,8,1,0.836,108.25,7.0409584
424.565,4,2,65,6,0.52,4,3,8,1,2.062,88.06,7.0409584
397.482,5,3,53,6,0.208333333,6,1,4,0,3.4333,76.1,7.04
537.675,4,1,78,8,0.451612903,4,3,8,1,3.41662,91.72,7.031517
566.735,3,0,81,10,0.551724138,4,4,10,1,3.4649,112.11,7.031517
475.65,4,1,69,7,0.538461538,4,3,6,0,2.663,97,7.0268722
468.565,3,2,69,9,0.666666667,4,4,10,2,0.4768,106.48,7.0177288
372.831,4,2,44,7,0.315789474,4,2,3,1,3.7386,80.37,7.0177288
420.557,3,2,63,6,0.4,5,2,7,1,4.6186,90.13,7.0132284
371.444,4,2,49,6,0.181818182,6,1,4,0,3.49342,85.75,7.0132284
353.397,4,2,46,6,0.3,4,1,1,1,3.0358,67.92,7.004365
399.478,5,3,53,7,0.217391304,6,2,4,0,0.9089,90.6,7
518.669,3,0,79,8,0.551724138,4,4,10,1,3.2229,87.2,7
380.448,4,2,52,7,0.380952381,5,2,4,2,3.0942,100.93,7
357.417,4,3,46,6,0.142857143,5,1,3,1,2.48232,84.47,7
457.585,3,0,68,6,0.444444444,2,3,9,1,3.829,65.94,7
439.409,3,1,52,10,0.333333333,5,1,9,1,3.5859,77.15,7
347.382,4,3,43,8,0.166666667,7,1,3,1,0.9074,102.29,7
434.45,5,3,52,9,0.217391304,7,1,4,0,3.0735,88.99,7
509.664,3,1,73,9,0.538461538,6,3,9,0,1.8108,115.46,7
479.657,3,1,70,7,0.576923077,3,3,8,1,4.1549,65.94,6.9829664
512.215,3,1,49,10,0.15,3,4,5,2,2.6901,100.75,6.9746943
360.373,5,3,43,7,0.15,7,1,2,0,2.8464,91.85,6.9706163
405.412,5,4,47,9,0.19047619,7,1,3,0,2.4599,92.65,6.9699998
462.35,3,2,48,13,0.315789474,6,2,5,1,3.6095,98.83,6.9665761
599.674,4,1,81,11,0.375,5,4,13,2,3.7382,107.51,6.9586072
506.046,4,2,68,7,0.275862069,6,2,12,0,6.4411,82.53,6.9586072
500.635,4,1,67,8,0.407407407,4,3,9,1,3.9194,78.83,6.9586072
485.555,4,2,66,9,0.384615385,5,3,9,1,1.8279,92.99,6.9586072
401.457,3,1,54,7,0.363636364,4,1,7,1,3.9069,67.92,6.9586072
671.787,4,1,88,13,0.352941176,7,3,15,1,3.2956,134.14,6.9546771
336.395,4,3,45,6,0.315789474,5,1,1,1,2.2917,80.81,6.9469213
501.673,4,1,72,9,0.5,5,4,11,1,1.4762,115.35,6.9208188
487.611,3,0,72,7,0.5,3,3,8,1,3.2724,83.01,6.9208188
440.547,5,2,61,6,0.296296296,5,1,5,1,4.4451,80.81,6.9208188
384.439,5,3,49,6,0.173913043,5,1,3,1,2.7138,80.81,6.9208188
484.682,0,0,82,9,0.84,5,5,16,4,1.8762,136.63,6.9208188
483.579,4,1,68,7,0.392857143,3,3,9,1,4.0559,79.08,6.9208188
411.355,3,1,46,10,0.263157895,5,1,7,1,2.8057,77.15,6.9208188
618.705,4,1,83,11,0.323529412,6,3,13,2,3.96538,124.2,6.9208188
433.369,4,3,46,12,0.210526316,7,1,4,1,2.0718,102.29,6.9208188
523.641,4,2,70,9,0.481481481,3,3,6,0,3.6504,86.77,6.9208188
451.584,3,1,63,8,0.47826087,5,4,5,0,1.4912,117.23,6.9208188
410.836,4,2,45,8,0.095238095,5,2,3,1,4.097,89.6,6.9208188
612.762,3,0,90,10,0.411764706,4,4,16,2,3.0041,123.12,6.9100947
590.669,3,0,75,12,0.310344828,6,3,13,1,2.0374,129.62,6.9065785
381.414,5,3,45,6,0.043478261,5,1,3,0,3.6885,77.05,6.9065785
637.823,4,0,90,11,0.411764706,6,4,14,2,2.8957,141.65,6.8996296
344.418,4,2,46,5,0.285714286,5,2,3,0,3.2201,83.86,6.8860569
354.385,4,3,45,7,0.315789474,5,1,1,1,2.4308,80.81,6.8860569
498.504,5,3,60,10,0.269230769,5,2,4,0,3.3232,77.71,6.8860564
400.482,4,2,54,6,0.208333333,5,1,4,1,3.40434,80.81,6.8860564
342.402,4,2,44,5,0.095238095,4,1,3,1,2.7789,71.58,6.8860564
487.655,3,0,76,6,0.551724138,2,3,10,1,4.4835,65.94,6.8860564
501.591,3,1,66,10,0.5,5,3,6,0,2.5451,106.23,6.8860564
477.666,3,1,71,7,0.538461538,4,3,7,0,2.7381,97,6.8860564
531.636,3,1,71,10,0.538461538,4,3,7,0,3.2805,97,6.8860564
392.842,5,2,45,6,0.136363636,5,1,2,0,4.7098,66.07,6.8860564
493.684,3,1,73,7,0.592592593,3,3,9,1,4.446,65.94,6.8827286
431.421,5,3,48,8,0.083333333,5,1,3,0,4.5682,77.05,6.8728952
410.452,5,2,50,6,0.08,5,1,4,0,4.3021,73.39,6.8696661
398.416,5,3,46,6,0.041666667,4,1,3,0,4.4326,64.16,6.8632793
362.792,3,2,41,8,0.235294118,5,2,3,1,3.0766,89.6,6.8632793
478.604,3,1,72,8,0.615384615,4,3,9,1,3.3725,91.97,6.8569851
503.654,3,0,77,7,0.551724138,3,3,9,1,3.7183,75.17,6.8538718
769.864,4,0,99,15,0.333333333,9,3,19,2,5.0204,152.73,6.8538718
372.432,4,3,48,7,0.19047619,6,1,3,1,2.18574,97.36,6.8538718
431.547,3,0,64,6,0.48,2,3,8,1,2.9231,65.94,6.8538718
363.446,4,3,43,7,0.157894737,6,1,3,1,2.54382,84.47,6.8538718
691.84,5,2,99,11,0.461538462,5,4,14,3,3.2046,124.58,6.8538718
496.491,3,1,62,7,0.47826087,4,3,5,0,2.409,97,6.8538718
538.709,5,3,83,8,0.612903226,6,3,9,1,3.453,106.52,6.8416376
354.385,4,3,45,7,0.315789474,5,1,1,1,2.4308,80.81,6.8386321
501.673,4,1,72,9,0.5,5,4,10,1,1.2584,115.35,6.8239088
397.438,4,2,49,7,0.130434783,6,1,4,1,2.65918,104.6,6.8239088
386.459,4,3,51,7,0.227272727,6,1,4,1,2.43972,97.36,6.8239088
550.808,3,0,92,6,0.588235294,3,3,13,2,4.4152,86.25,6.8239088
460.66,3,1,70,6,0.538461538,4,3,9,0,2.9384,91.21,6.8239088
501.644,4,2,69,8,0.407407407,5,3,6,0,3.0456,110.14,6.8239088
645.749,3,0,84,13,0.3125,7,3,16,1,2.7614,134.14,6.821023
337.383,4,3,44,7,0.333333333,6,1,1,1,1.6867,93.7,6.821023
401.776,3,2,42,11,0.3125,6,2,3,1,2.6603,94.53,6.821023
430.463,6,4,53,8,0.208333333,6,2,3,0,1.3731,86.94,6.7958798
515.665,3,0,78,7,0.533333333,3,3,9,1,4.296,83.01,6.7958798
661.692,4,1,85,13,0.352941176,5,3,13,2,5.1125,100.41,6.7958798
496.619,3,2,75,9,0.692307692,4,3,11,2,1.3769,95.48,6.7958798
484.611,3,0,71,7,0.5,3,3,9,1,3.59708,89.73,6.779892
505.062,4,2,69,7,0.275862069,6,3,12,0,6.4742,85.33,6.7695513
489.627,3,0,74,7,0.535714286,3,4,8,1,3.799,86.17,6.7695513
331.322,3,1,39,7,0.176470588,4,1,4,1,2.3183,67.92,6.7695513
518.625,3,1,75,9,0.5,4,3,12,2,2.0182,95.48,6.7695513
356.429,4,2,47,5,0.136363636,5,1,4,0,3.79,72.86,6.7695513
457.965,5,3,57,7,0.230769231,5,2,4,0,4.6264,83.03,6.7695513
661.792,3,0,89,13,0.393939394,7,3,16,1,3.2314,134.14,6.7619538
552.524,3,0,73,7,0.535714286,2,3,8,1,4.8559,65.94,6.7594509
592.776,4,1,90,8,0.457142857,5,4,8,1,4.6912,96.43,6.7520266
621.824,4,0,89,10,0.411764706,5,4,14,2,2.7556,132.42,6.7447276
487.611,4,1,72,7,0.535714286,3,3,9,1,3.6474,75.17,6.7447276
487.655,3,0,76,6,0.551724138,2,3,8,1,4.40182,65.94,6.7447276
391.5,4,3,49,7,0.238095238,6,1,4,1,3.10622,84.47,6.7447276
587.763,3,1,84,11,0.466666667,6,4,8,2,1.5251,141.65,6.7447276
545.726,4,2,79,10,0.535714286,6,4,10,1,1.275,124.58,6.7212462
444.49,6,4,56,8,0.24,6,2,3,0,1.4156,86.94,6.7212462
484.477,5,3,57,10,0.24,5,2,4,0,2.9315,77.71,6.7212462
632.807,4,0,87,11,0.382352941,6,4,13,2,2.75878,156.21,6.7212462
579.668,4,1,79,10,0.3125,5,4,13,2,3.7515,109.2,6.7212462
446.633,3,1,67,6,0.52,4,3,8,0,2.5483,91.21,6.7212462
433.563,2,0,66,6,0.48,2,3,8,1,3.1691,65.94,6.6989698
443.372,3,1,49,11,0.3,5,1,7,1,3.6495,77.15,6.6989698
397.328,3,1,43,10,0.222222222,5,1,6,1,2.9197,77.15,6.6989698
469.671,4,2,70,6,0.481481481,3,3,6,0,3.108,86.77,6.6989698
443.493,5,2,58,8,0.416666667,4,2,6,0,2.6845,64.82,6.6777806
551.72,3,0,79,9,0.551724138,4,3,9,1,3.1165,100.08,6.6777806
516.653,3,0,77,8,0.517241379,3,4,10,2,2.8179,95.04,6.6777806
358.442,3,1,52,7,0.526315789,5,2,5,2,1.8338,97.02,6.6777806
613.682,4,1,75,12,0.225806452,5,3,12,1,3.6637,116.21,6.6777806
477.62,3,1,73,8,0.615384615,4,3,9,1,3.0385,83.76,6.6777806
620.721,5,2,85,11,0.382352941,6,3,14,2,3.8788,113.3,6.6777806
589.55,3,1,67,15,0.5,6,3,10,0,2.6767,107.62,6.6736641
459.601,3,0,70,6,0.518518519,2,3,8,1,3.7033,65.94,6.6575775
519.089,4,2,72,7,0.3,6,3,13,0,6.8643,85.33,6.6575775
484.686,4,2,72,7,0.518518519,4,3,7,0,2.8931,99.66,6.6575775
599.524,3,0,73,7,0.535714286,2,3,8,1,4.698,65.94,6.6516953
463.345,3,1,53,10,0.19047619,4,4,6,2,1.9362,109.98,6.6497521
562.65,3,2,74,12,0.576923077,6,3,9,0,2.4706,111.28,6.6458917
467.527,3,0,64,8,0.48,2,3,10,1,3.1683,65.94,6.6382723
382.42,4,3,50,8,0.35,6,2,2,2,2.38342,110.16,6.6382723
546.679,3,0,81,9,0.533333333,4,4,9,2,3.4279,104.27,6.6197886
546.679,3,0,81,9,0.533333333,4,4,9,2,3.3096,106.48,6.6197886
739.838,4,0,95,14,0.315789474,8,3,18,2,5.0118,143.5,6.6197886
348.431,4,3,41,6,0.105263158,5,1,3,1,2.8404,71.58,6.6197886
571.742,4,1,85,8,0.352941176,5,3,14,2,4.2056,100.41,6.6197886
858.096,5,1,115,15,0.377777778,9,5,14,4,5.1539,183.24,6.6197886
449.411,5,3,48,9,0.083333333,5,1,3,0,4.7073,77.05,6.6179829
723.863,4,0,96,13,0.315789474,7,3,17,1,4.9333,134.14,6.6161847
536.718,4,0,76,8,0.366666667,4,3,11,1,3.3824,103.32,6.6143937
498.625,5,2,67,9,0.423076923,6,3,9,1,1.3537,114.24,6.6020598
386.411,5,3,47,7,0.136363636,6,1,3,1,2.5076,90.04,6.6020598
410.399,4,2,47,8,0.136363636,4,1,3,1,3.7977,71.58,6.6020598
514.637,4,1,75,8,0.517241379,3,3,9,2,3.3128,86.25,6.6020598
473.433,5,3,50,9,0.076923077,5,1,3,0,5.18398,87.95,6.5968795
489.627,3,0,74,7,0.535714286,3,4,10,1,3.0658,86.17,6.5850267
355.344,3,1,41,7,0.157894737,4,1,4,1,2.2996,67.92,6.5850267
383.879,4,2,49,6,0.333333333,4,1,2,1,3.9402,67.92,6.5850267
368.444,5,4,48,6,0.181818182,6,1,3,0,2.8197,79.76,6.5799999
485.555,4,2,66,9,0.384615385,5,3,9,1,1.8279,92.99,6.5686364
383.492,6,1,57,6,0.636363636,5,1,4,1,2.9022,77.15,6.5686364
531.655,3,1,72,11,0.384615385,6,4,7,2,0.0116,141.65,6.5686364
420.53,4,2,56,8,0.428571429,3,2,3,0,1.5341,65.29,6.5686364
357.417,4,2,46,6,0.142857143,6,1,4,0,3.185,85.75,6.5686364
341.455,4,2,52,5,0.6,4,1,1,1,3.2774,67.92,6.5559554
381.52,6,1,59,5,0.652173913,4,1,4,1,3.456,67.92,6.5528421
458.974,5,3,51,7,0.04,6,1,6,0,6.7498,65.96,6.5376019
613.682,4,1,75,12,0.225806452,5,3,12,1,3.6637,116.21,6.5376019
489.583,4,2,70,8,0.518518519,4,3,9,1,2.1461,84.4,6.5376019
449.537,3,0,64,7,0.48,2,3,10,1,2.8727,65.94,6.5376019
502.679,4,1,77,6,0.387096774,4,4,6,1,3.8601,87.2,6.5346169
364.327,3,2,41,9,0.235294118,5,2,3,1,2.6684,89.6,6.5316525
371.828,3,2,44,8,0.222222222,5,2,3,2,2.0317,100.68,6.5301781
400.486,4,3,54,7,0.260869565,6,1,4,1,3.00072,97.36,6.5228786
613.845,4,0,92,10,0.575757576,5,4,13,2,2.8881,132.42,6.5228786
483.448,3,1,58,7,0.454545455,4,3,6,0,2.3583,91.21,6.5228786
558.652,3,0,72,11,0.285714286,6,3,11,1,1.9714,140.65,6.5086384
632.807,4,0,87,11,0.382352941,6,4,13,2,2.75878,156.21,6.5086384
324.815,4,2,40,5,0.277777778,4,1,3,0,3.7965,63.63,6.5086384
440.77,3,2,42,7,0.333333333,5,1,4,0,3.1961,64.52,6.5086384
488.643,3,0,75,7,0.535714286,3,4,8,1,3.6756,91.96,6.4975729
445.376,4,2,47,11,0.142857143,6,1,4,1,3.2116,93.7,6.4948502
465.63,3,1,67,7,0.56,3,3,9,1,3.9808,65.94,6.4948502
396.454,5,3,50,7,0.130434783,7,1,4,0,3.12542,91.21,6.4948502
517.641,3,1,76,9,0.5,3,4,8,3,2.3038,112.27,6.4814858
367.493,6,1,56,5,0.636363636,4,1,4,1,3.2837,67.92,6.4814858
437.49,4,1,57,7,0.36,4,1,4,1,4.2501,67.92,6.4814858
356.429,4,2,47,5,0.136363636,5,1,4,0,3.79,72.86,6.4814858
526.648,5,1,76,8,0.533333333,3,3,9,2,3.3112,86.25,6.4685211
445.574,3,0,67,6,0.5,2,3,9,1,3.2142,65.94,6.4672456
528.67,3,0,72,9,0.321428571,4,2,11,1,3.4724,103.35,6.4634414
381.501,4,2,50,6,0.333333333,5,1,2,1,3.6186,67.92,6.4634414
435.539,3,1,64,8,0.565217391,4,3,9,1,1.8682,83.76,6.4609237
357.801,3,2,41,8,0.176470588,5,3,3,2,1.6895,109.47,6.4584208
530.68,3,0,80,8,0.533333333,3,4,9,2,3.208,95.04,6.4559321
523.766,4,1,87,7,0.709677419,3,4,12,3,6.22217,97.32,6.4559321
435.585,3,1,62,7,0.47826087,4,3,5,0,1.7856,97,6.4559321
465.63,3,1,67,7,0.56,3,3,9,1,3.9808,65.94,6.4534574
496.609,4,2,65,9,0.346153846,6,3,9,1,0.8245,114.24,6.4436975
470.45,5,3,54,10,0.208333333,5,2,4,0,2.543,77.71,6.4317985
530.776,0,0,86,10,0.846153846,6,5,18,4,2.2193,136.63,6.4317985
499.647,4,1,68,7,0.392857143,3,3,9,1,4.5244,65.94,6.4317985
432.606,3,1,64,6,0.5,4,3,7,0,2.1582,91.21,6.4317985
363.446,4,3,43,7,0.157894737,6,1,3,1,2.54382,84.47,6.4317985
517.641,3,1,76,9,0.5,3,4,8,3,2.3038,112.27,6.4202166
498.638,3,0,74,7,0.517241379,3,3,8,1,3.84308,89.73,6.4202166
434.496,5,2,58,8,0.375,6,2,4,2,3.2299,106.25,6.4202166
471.612,3,0,71,6,0.464285714,2,3,9,1,4.2191,65.94,6.4202166
396.511,4,1,59,6,0.608695652,5,1,5,1,2.1754,98.82,6.4089355
467.527,3,0,64,8,0.48,2,3,11,1,2.8223,65.94,6.4089355
415.541,3,2,60,6,0.36,5,2,6,1,4.48168,104.69,6.4089355
542.695,7,1,81,9,0.7,5,3,9,1,3.3127,96.65,6.406714
490.615,3,1,73,8,0.518518519,4,4,8,1,2.6143,89.41,6.3979402
566.735,3,0,81,10,0.551724138,4,4,10,1,2.6211,112.11,6.3979402
411.44,5,3,49,7,0.083333333,6,1,4,0,3.6971,86.28,6.3968558
452.945,5,3,54,6,0.037037037,5,1,6,0,6.6883,65.96,6.3872161
453.933,5,3,53,7,0.038461538,6,1,6,0,6.0833,78.85,6.3872161
460.589,3,0,69,7,0.5,3,3,9,1,2.8619,69.18,6.3872161
572.686,5,2,80,10,0.34375,6,4,12,2,1.9505,133.27,6.3767509
687.83,4,1,93,13,0.428571429,7,3,15,1,3.7656,134.14,6.368556
331.416,3,2,49,6,0.555555556,5,1,3,1,2.2645,77.15,6.3655229
494.637,4,0,67,8,0.296296296,4,3,11,1,2.2121,103.32,6.3565474
367.331,3,2,42,10,0.3125,6,2,3,1,2.0069,94.53,6.3506651
436.527,3,1,63,9,0.590909091,5,3,9,1,1.2632,96.65,6.3467875
427.937,4,3,49,8,0.285714286,6,2,5,0,2.8237,93.2,6.3467875
463.345,3,1,53,10,0.19047619,4,4,6,2,1.9362,109.98,6.3467875
335.407,4,2,46,5,0.3,4,1,1,1,2.8967,67.92,6.3419886
453.933,5,3,53,7,0.038461538,6,1,6,0,6.0833,78.85,6.3372421
543.416,3,0,61,7,0.458333333,2,3,8,1,3.4005,65.94,6.3372421
407.436,6,1,53,8,0.619047619,4,1,3,1,3.7836,67.92,6.3279023
397.891,4,3,43,8,0.157894737,6,1,3,1,3.19722,84.47,6.3279023
431.927,4,2,53,7,0.25,5,2,4,0,3.94988,93.93,6.3279023
691.794,3,0,91,14,0.411764706,8,3,17,2,4.22,143.5,6.318759
520.597,3,1,73,10,0.481481481,5,3,13,2,1.0086,104.71,6.318759
511.668,5,2,71,9,0.444444444,5,4,9,1,1.7769,117.04,6.309804
518.649,3,1,77,9,0.5,3,4,11,2,0.74642,102.86,6.309804
344.393,4,2,43,5,0.095238095,4,1,3,0,3.9205,63.63,6.309804
565.729,4,1,84,8,0.454545455,4,4,10,1,4.579,90.86,6.3010302
480.629,3,1,73,7,0.428571429,4,4,6,2,2.04762,104.27,6.3010302
363.424,5,3,45,5,0.043478261,5,1,3,0,3.5494,77.05,6.3010302
361.47,4,2,45,5,0.142857143,5,1,4,0,4.0623,60.5,6.3010302
342.424,4,3,42,7,0.352941176,6,1,1,1,2.3532,80.81,6.3001623
399.923,3,2,47,6,0.333333333,5,1,4,0,2.805,64.52,6.2924299
456.424,4,2,52,10,0.173913043,6,1,5,1,3.6861,90.04,6.2839966
435.585,3,1,62,7,0.47826087,4,4,5,0,1.8251,100.16,6.2757239
415.415,4,1,50,8,0.272727273,4,1,6,1,4.0387,67.92,6.2676063
531.723,5,2,78,10,0.592592593,5,4,9,1,-2.1427,111,6.2596374
445.994,4,2,60,5,0.222222222,4,1,9,0,7.07,53.07,6.2596374
376.847,4,2,44,6,0.095238095,4,2,3,1,3.9697,80.37,6.2596374
422.435,4,2,51,8,0.173913043,5,1,4,1,3.37412,80.81,6.251812
517.637,4,1,76,8,0.551724138,4,3,9,1,3.2739,84.4,6.251812
501.688,5,2,73,7,0.571428571,4,3,5,0,3.0506,83.01,6.251812
441.362,4,2,52,7,0.260869565,4,2,4,0,4.7316,70.14,6.251812
429.993,4,2,55,6,0.47826087,5,1,7,0,3.7762,64.52,6.2441254
536.781,3,0,89,6,0.575757576,3,4,13,2,4.073,95.04,6.2365718
445.53,4,1,63,7,0.48,3,3,9,1,2.4771,75.17,6.2365718
459.557,4,1,66,7,0.5,3,3,9,1,2.6512,75.17,6.2365718
408.505,4,2,55,5,0.076923077,4,2,7,1,4.7634,72.94,6.2291479
452.945,5,3,54,6,0.037037037,5,1,6,0,6.6883,65.96,6.2291479
532.813,4,2,52,7,0.260869565,4,2,4,0,4.6828,70.14,6.2291479
661.814,5,2,95,10,0.447368421,4,4,13,3,3.196,115.35,6.221849
490.465,5,2,62,4,0.321428571,1,1,4,1,4.8734,36.92,6.221849
437.849,4,2,49,9,0.333333333,4,1,2,1,4.4826,67.92,6.2189631
445.574,3,0,67,6,0.5,2,3,8,1,3.3132,65.94,6.2146702
481.476,3,1,60,6,0.47826087,3,2,5,0,2.8268,70.98,6.2146702
403.955,3,2,51,6,0.428571429,5,1,6,0,3.3861,64.52,6.2146702
411.465,4,2,52,7,0.166666667,6,1,4,1,2.9676,104.6,6.2006593
332.363,4,3,41,6,0.105263158,5,1,3,1,2.3719,84.72,6.2006593
389.928,3,2,48,6,0.4,5,1,5,0,2.996,64.52,6.2006593
312.438,3,1,42,4,0.277777778,4,1,3,0,4.029,47.61,6.2006593
413.506,5,3,49,7,0.130434783,7,1,4,0,3.92792,86.28,6.2006593
432.535,3,1,63,7,0.5,3,3,8,1,2.3181,78.83,6.19382
604.812,4,1,94,8,0.472222222,6,4,9,1,4.3681,105.66,6.1752234
460.66,3,1,70,6,0.538461538,4,2,8,0,2.8531,80.21,6.1739254
445.574,3,0,67,6,0.5,2,3,9,1,3.3583,65.94,6.1611509
