AMW,num_rings,fraction_CSP3,num_hba,num_hbd,num_het_atoms,logP,TPSA,solubility
321.163,3,0.066666667,3,2,6,3.1013,61.69,-3.604
321.549,1,0.25,4,0,8,4.5429,27.69,-5.72
322.243,1,0.454545455,6,1,11,2.9502,115.54,-5.47
322.29,3,0.266666667,4,1,8,3.52752,58.12,-4.207
322.364,3,0.210526316,3,0,5,2.9668,57.69,-3.27
323.132,1,0.363636364,5,3,9,0.909,112.7,-2.111
323.133,2,0,1,1,3,3.5435,29.1,-4.21
324.336,3,0.166666667,4,1,6,2.0026,75.71,-4.47
324.38,3,0.263157895,3,1,5,3.4934,60.85,-3.73
326.437,2,0,0,0,5,6.6206,0,-7.32
326.437,2,0,0,0,5,6.6206,0,-7.43
326.437,2,0,0,0,5,6.6206,0,-7.21
326.437,2,0,0,0,5,6.6206,0,-7.8
326.437,2,0,0,0,5,6.6206,0,-7.92
327.123,2,0,4,2,8,3.8595,92.47,-4.7
328.843,3,0.315789474,1,1,4,5.3167,32.34,-5.915
329.321,3,0.105263158,2,0,5,4.7381,22,-4.445
329.38,0,0.8,7,0,9,2.632,65.07,-2.518
330.171,2,0.307692308,3,1,8,2.88,69.72,-4.376
330.364,0,0.8,8,0,9,2.1218,71.06,-3.37
330.468,4,0.80952381,3,1,3,3.6959,54.37,-3.45
330.468,4,0.80952381,3,0,3,4.45,43.37,-5.184
330.468,4,0.80952381,3,1,3,3.8384,54.37,-3.817
331.202,3,0.058823529,3,1,5,4.0676,46.01,-4.38
331.353,3,0.066666667,5,2,8,1.581,99.6,-4.16
331.627,0,1,0,0,4,3.1773,0,-3.14
332.57,2,0.153846154,3,1,7,2.826,63.24,-5.03
333.266,1,0.384615385,5,0,10,3.9242,89.52,-6.124
333.604,1,0.4,3,0,7,5.3915,18.46,-5.752
334.456,1,0.6,4,0,4,5.1608,52.6,-6.144
335.282,1,0.538461538,5,0,10,4.1482,89.52,-5.53
335.282,1,0.538461538,5,0,10,4.1482,89.52,-5.68
337.463,5,0.681818182,3,1,3,4.221,46.26,-5.507
338.363,3,0.210526316,4,1,6,2.3927,75.71,-4.907
338.772,3,0.071428571,4,3,8,0.9242,109.49,-3.451
338.795,2,0.4,5,1,8,2.8699,80.37,-4.328
338.876,3,0.6,0,0,6,5.0242,0,-5.64
339.218,2,0.235294118,3,1,5,4.1809,46.53,-4.53
340.463,4,0.727272727,3,0,3,4.0633,43.37,-4.8
340.507,4,0.739130435,2,0,2,5.2797,34.14,-5.27
342.226,3,0.466666667,5,0,7,3.6534,49.17,-3.493
342.297,2,1,11,8,11,-5.3972,189.53,-0.244
342.297,2,1,11,8,11,-5.3956,189.53,0.79
342.778,3,0.157894737,4,1,5,4.263,67.51,-5.839
342.875,1,0.454545455,5,0,7,5.4203,18.46,-5.736
343.217,4,0.117647059,4,0,6,4.23352,43.07,-4.09
344.495,4,0.818181818,3,0,3,4.8401,43.37,-5.37
344.495,4,0.818181818,3,0,3,4.8401,43.37,-5.284
345.226,2,0.466666667,5,0,7,4.217,57.26,-5.696
345.401,1,0.533333333,5,1,7,3.8896,56.79,-4.194
345.653,2,0.25,2,0,5,5.2059,18.46,-6.89
346.339,2,0.294117647,7,1,8,2.1756,107.77,-4.76
346.365,1,0.5,7,1,11,1.7768,149.68,-5.16
346.467,4,0.80952381,4,2,4,2.6667,74.6,-3.24
349.066,2,0.6,3,0,8,3.5209,37.38,-5.4
349.43,3,0.363636364,4,0,4,5.26898,59.32,-6.025
350.458,3,0.347826087,3,0,3,5.7605,35.53,-5.24
350.591,1,0.444444444,5,0,9,4.7181,40.58,-5.67
352.39,3,0.25,4,1,6,2.7828,75.71,-5.071
352.77,3,0.411764706,6,0,7,2.8103,71.06,-3.246
353.49,1,0.928571429,5,0,7,4.1983,38.77,-4.15
354.491,2,0.142857143,0,0,5,6.4955,0,-7.15
354.815,2,0.133333333,4,3,8,2.56214,109.49,-3.79
354.875,3,0.6,1,1,7,3.995,20.23,-5.46
356.227,1,0.416666667,5,3,9,0.4043,103.7,-2.154
360.45,4,0.761904762,5,2,5,1.8457,91.67,-3.85
360.45,4,0.761904762,5,2,5,1.9898,91.67,-3.11
360.45,4,0.714285714,5,3,5,1.5576,94.83,-3.18
360.882,2,0,0,0,6,7.274,0,-8.6
360.882,2,0,0,0,6,7.274,0,-8.01
360.882,2,0,0,0,6,7.274,0,-7.68
360.882,2,0,0,0,6,7.274,0,-7.42
360.882,2,0,0,0,6,7.274,0,-7.82
360.882,2,0,0,0,6,7.274,0,-8.71
360.882,2,0,0,0,6,7.274,0,-7.39
360.882,2,0,0,0,6,7.274,0,-8.56
361.445,1,0.461538462,6,4,10,-1.06888,132.12,-1.981
362.466,4,0.80952381,5,3,5,1.7816,94.83,-3.09
362.771,2,0.357142857,6,0,8,4.43112,57.9,-5.382
364.914,4,0.666666667,0,0,6,5.2702,0,-6.307
365.842,3,0.1875,4,2,8,2.0834,92.5,-3.586
365.842,3,0.1875,4,2,8,2.71412,92.5,-3.78
365.964,1,0.2,4,0,9,5.6015,44.76,-4.522
366,1,0.25,4,0,8,4.652,27.69,-6.09
366.417,3,0.285714286,4,1,6,3.1729,75.71,-4.678
366.718,0,1,0,0,0,10.3886,0,-8.334
366.844,4,0.272727273,3,1,4,5.5051,54.37,-5.931
367.816,2,0.416666667,7,0,9,4.2361,53.6,-5.233
367.86,1,0.461538462,5,0,8,4.3319,38.77,-4.432
368.369,3,0.142857143,4,0,5,6.25676,44.76,-6.01
370.49,2,0.142857143,1,1,6,5.5995,20.23,-5.666
370.915,1,0,2,1,4,2.47308,44.02,-3.61
372.505,4,0.782608696,4,0,4,4.2667,60.44,-4.63
372.808,3,0.157894737,6,3,7,3.1418,91.68,-4.571
373.321,3,0.6,0,0,7,5.2415,0,-6.317
376.369,3,0.411764706,9,5,10,-1.72356,161.56,-3.685
376.468,4,0.727272727,4,2,5,2.9233,74.6,-4.099
376.496,3,0.28,3,0,3,6.372,27.69,-8.6
379.381,2,0.142857143,4,1,10,3.08932,80.31,-3.8
380.444,3,0.318181818,4,1,6,3.563,75.71,-5.886
380.456,4,0.80952381,5,3,6,1.8737,94.83,-3.43
380.662,2,0.25,5,3,12,0.821,118.36,-2.68
380.784,0,1,4,0,9,3.6512,44.76,-2.28
380.913,5,0.833333333,1,0,7,4.4814,12.53,-6.29
381.112,2,0,2,2,10,4.5117,58.2,-7.28
384.487,0,1,8,0,10,5.0053,36.92,-5.54
384.516,4,0.708333333,4,0,4,4.5753,60.44,-5.35
390.564,1,0.666666667,4,0,4,6.433,52.6,-6.637
390.564,1,0.666666667,4,0,4,6.433,52.6,-6.96
390.564,1,0.666666667,4,0,4,6.7212,52.6,-5.115
391.294,3,0.285714286,3,0,5,6.1133,35.53,-6.291
392.467,4,0.727272727,5,3,6,1.8957,94.83,-3.59
393.698,1,0,0,0,4,4.7366,0,-6.98
393.854,2,0.428571429,6,0,9,3.8782,55.84,-6.34
393.854,2,0.428571429,6,0,9,3.8782,55.84,-6.34
394.423,5,0.347826087,6,0,6,3.7033,63.22,-4.42
394.439,4,0.714285714,6,4,7,0.6205,115.06,-3.68
394.471,3,0.347826087,4,1,6,3.9531,75.71,-6.301
395.327,2,0,0,0,7,7.9274,0,-7.92
395.327,2,0,0,0,7,7.9274,0,-8.94
395.327,2,0,0,0,7,7.9274,0,-7.66
397.524,1,0.571428571,6,1,9,3.7726,64.63,-4.2
402.487,4,0.695652174,6,2,6,2.1284,100.9,-4.37
402.487,4,0.739130435,6,1,6,2.5606,97.74,-4.21
404.503,4,0.782608696,6,2,6,2.3524,100.9,-4.88
404.547,3,0.75,5,1,5,4.1955,72.83,-6.005
408.498,3,0.375,4,1,6,4.3432,75.71,-6.523
409.782,3,0.8,0,0,8,5.6828,0,-6.86
410.457,4,0.727272727,5,3,7,1.8437,94.83,-5.613
410.536,2,0.6,7,0,8,4.0575,68.31,-4.71
413,1,0.25,4,0,8,4.4941,27.69,-6.62
414.63,6,0.925925926,3,1,3,5.5088,38.69,-7.32
414.827,2,0.2,8,1,12,1.1716,127.79,-4.576
416.304,3,0.272727273,4,0,6,6.17798,59.32,-8.017
416.583,5,0.791666667,5,0,5,4.8523,60.44,-4.173
418.736,2,0.470588235,2,0,10,5.55182,26.3,-7.321
421.422,3,0.2,5,3,12,1.6254,118.36,-3.59
421.734,2,0.25,5,0,12,5.3408,89.52,-6.78
428.12,2,0.235294118,3,1,5,4.3991,46.53,-4.93
429.772,2,0,0,0,8,8.5808,0,-9.15
429.772,2,0,0,0,8,8.5808,0,-9.16
430.934,1,0.4,4,2,12,2.431,64.68,-4.19
434.294,3,0.272727273,4,0,7,6.31708,59.32,-7.337
434.504,5,0.75,6,2,7,2.4188,93.06,-4.31
434.504,4,0.708333333,6,2,7,2.4665,100.9,-4.9
435.481,3,0.55,10,2,11,1.2673,132.5,-3.638
446.405,3,0.631578947,12,6,12,-2.8848,184.6,-0.742
449.856,3,0.304347826,4,0,8,6.54398,59.32,-8.176
451.469,3,0.230769231,5,0,7,6.62798,68.55,-6.876
457.432,3,0.65,12,7,12,-3.10802,202.32,-0.77
466.479,2,0.25,9,0,11,5.63,55.38,-6.237
474.64,2,0.2,0,0,10,7.7256,0,-7.278
476.585,4,0.740740741,6,2,7,3.6368,100.9,-4.71
478.513,4,0.68,8,2,9,1.7621,127.2,-4.13
490.639,6,0.9,1,0,11,4.6182,17.07,-5.259
498.662,2,0,0,0,10,9.8876,0,-11.6
502.92,3,0.230769231,5,1,9,7.39568,71.35,-8.003
504.438,3,1,16,11,16,-7.5714,268.68,-0.41
505.206,3,0.272727273,4,0,6,6.49018,59.32,-8.402
511.581,7,0.151515152,5,2,6,4.2894,92.18,-3.931
527.414,5,0.1,4,2,5,7.1837,70.67,-4.445
545.546,6,1,0,0,12,6.223,0,-6.8
588.562,7,0.551724138,13,3,13,1.3386,160.83,-3.571
764.95,8,0.926829268,13,5,13,3.2473,182.83,-5.293
780.949,8,0.926829268,14,6,14,2.2181,203.06,-4.081
